Source,Link,Headline,Description,Date,Timestamp,Topic,Author,Region,Article_Content,
DAWN.COM,https://www.dawn.com/news/1856131,"Media analysis claims 66,000 Russian troops killed in war - World ...","01-Sept-2024 ... Russian President Vladimir Putin said in June that almost 700,0000 Russian soldiers were fighting in Ukraine. Moscow rarely talks about the ...",Unknown,2024-10-15,Ukraine War,-,Ukraine,-,
DAWN.COM,https://www.dawn.com/news/1821284,"Russia is ready for nuclear war, Putin warns West - Newspaper ...",14-Mar-2024 ... Ukraine sees the statement as propaganda designed to 'intimidate West',14-Mar-2024,2024-10-15,Ukraine War,-,Ukraine,-,
DAWN.COM,https://www.dawn.com/news/1695083,War threatens Ukraine's place in global food security - World ...,16-Jun-2022 ... Ukraine may not be able to regain its role in helping maintain global food security unless damage done to the country's agriculture sector during Russia's ...,16-Jun-2022,2024-10-15,Ukraine War,-,Ukraine,-,
DAWN.COM,https://www.dawn.com/news/1802683,Russia pounds Ukraine's two biggest cities in new wave of attacks ...,"02-Jan-2024 ... Russia stepped up missile and drone strikes on December 29, when it launched its largest air attack of the war, killing at least 39 people. Kyiv ...",02-Jan-2024,2024-10-15,Ukraine War,-,Ukraine,-,
DAWN.COM,https://www.dawn.com/news/1845341,Nato boosts Asia ties to counter China - World - DAWN.COM,12-Jul-2024 ... A strongly-worded declaration from Nato released Wednesday called Beijing a “decisive enabler of Russia's war against Ukraine” through its ...,12-Jul-2024,2024-10-15,Ukraine War,-,Ukraine,-,
DAWN.COM,https://www.dawn.com/news/1833858,"What Is China's Solution For Russia, Ukraine War? | 12 Point Plan ...","16-May-2024 ... What Is China's Solution For Russia, Ukraine War? | 12 Point Plan | Dawn News English.",16-May-2024,2024-10-15,Ukraine War,-,Ukraine,-,
DAWN.COM,https://www.dawn.com/news/1758911,Unwinnable war - Newspaper - DAWN.COM,"10-Jun-2023 ... Russia's 'special military operation' against Ukraine, launched on Feb 24, 2022, is morphing into a long, drawn-out war.",10-Jun-2023,2024-10-15,Ukraine War,-,Ukraine,-,
DAWN.COM,https://www.dawn.com/news/1839549,Zelensky lands in Saudi Arabia on unannounced visit - World ...,"13-Jun-2024 ... Riyadh has touted its ties to both Moscow and Kyiv, positioning itself as a possible mediator in the Ukraine war.",13-Jun-2024,2024-10-15,Ukraine War,-,Ukraine,-,
DAWN.COM,https://www.dawn.com/news/1855073,Russian attacks on Ukraine kill 5 in second day of major strikes ...,"27-Aug-2024 ... The Russian defence ministry said its forces had carried out a high-precision weapon strike on Ukraine overnight, the Interfax news agency ...",27-Aug-2024,2024-10-15,Ukraine War,-,Ukraine,-,
DAWN.COM,https://www.dawn.com/news/1814073,"US Senate passes Israel, Ukraine, Taiwan aid bill - World - DAWN ...","14-Feb-2024 ... ... war aid for Israel, Ukraine and Taiwan, as right-wing Republicans loyal to Donald Trump indicated they will block the bill. Hours after the ...",14-Feb-2024,2024-10-15,Ukraine War,-,Ukraine,-,
DAWN.COM,https://www.dawn.com/news/1678013,Pakistan 'remains neutral' as UNGA censures Russia - World ...,"03-Mar-2022 ... However, in a carefully-worded statement on the Ukrainian crisis, delivered in the UN General Assembly (UNGA) on Wednesday, Pakistan emphasised ...",03-Mar-2022,2024-10-15,Ukraine War,-,Ukraine,-,
DAWN.COM,https://www.dawn.com/news/1679741,Ukraine crisis and Pakistan - World - DAWN.COM,"13-Mar-2022 ... ... Ukrainian crisis. The writer is a former foreign secretary and an author. Published in Dawn, March 13th, 2022. Russia Ukraine War · World. Email.",13-Mar-2022,2024-10-15,Ukraine War,-,Ukraine,-,
DAWN.COM,https://www.dawn.com/news/1775697,"Top News Stories: Kim Jong Un, Putin Talk Military, Ukraine War ...","14-Sept-2023 ... Top News Stories: Kim Jong Un, Putin Talk Military, Ukraine War| Dawn News English.",Unknown,2024-10-15,Ukraine War,-,Ukraine,-,
DAWN.COM,https://www.dawn.com/news/1856701,Russian missiles kill 50 in strike on Ukrainian military institute ...,"03-Sept-2024 ... Russia has intensified its missile and drone attacks on Ukraine two-and-a-half years into the full-scale war. Last week, Ukraine was pummelled ...",Unknown,2024-10-15,Ukraine War,-,Ukraine,-,
DAWN.COM,https://www.dawn.com/news/1855256/russia-ukraine-war-six-killed-in-second-day-of-russian-missile-drone-attacks-dawn-news-english,Russia-Ukraine War: Six Killed in Second Day of Russian Missile ...,"28-Aug-2024 ... Russia-Ukraine War: Six Killed in Second Day of Russian Missile, Drone Attacks | Dawn News English.",28-Aug-2024,2024-10-15,Ukraine War,-,Ukraine,-,
DAWN.COM,https://www.dawn.com/news/1772329,How Ukraine War Is Bringing Iran And Us Closer | Dawn News English,"26-Aug-2023 ... ""The majority order will go a long way in restoring confidence in the judiciary,"" says lawyer Rida Hosain.",26-Aug-2023,2024-10-15,Ukraine War,-,Ukraine,-,
DAWN.COM,https://www.dawn.com/news/1678428,"In phone call with Russian FM, Qureshi stresses diplomatic solution ...",05-Mar-2022 ... “We have briefed the government of Pakistan on the impact that Russia's unprovoked war against Ukraine could have on regional and global ...,05-Mar-2022,2024-10-15,Ukraine War,-,Ukraine,-,
DAWN.COM,https://www.dawn.com/news/1845085,Ukraine creates 'legion' to recruit men abroad to fight - World ...,"11-Jul-2024 ... NATO Accuses China of Supporting Russia's War in Ukraine | Dawn News English · Biden, Nato ...",11-Jul-2024,2024-10-15,Ukraine War,-,Ukraine,-,
DAWN.COM,https://www.dawn.com/news/1678675,Putin tells Ukraine to stop fighting amid new ceasefire calls ...,"07-Mar-2022 ... He made the comments in a phone call with Turkish President Tayyip Erdogan, who appealed for a ceasefire in the conflict that the United Nations ...",07-Mar-2022,2024-10-15,Ukraine War,-,Ukraine,-,
DAWN.COM,https://www.dawn.com/news/1711423,"Russia begins massive Ukraine war call-up, spurring some men to ...","22-Sept-2022 ... ... Ukraine conflict in Luhansk, Ukraine, September 20. — ... Ukraine should accept his demands immediately and stop the most deadly war, Ukraine can' ...",Unknown,2024-10-15,Ukraine War,-,Ukraine,-,
DAWN.COM,https://www.dawn.com/news/1836360,Putin warns West not to let Ukraine use its missiles to hit Russia ...,"29-May-2024 ... More than two years into the deadliest land war in Europe since World War ... Ukrainian border, only 25 km or so from Ukraine's second city ...",29-May-2024,2024-10-15,Ukraine War,-,Ukraine,-,
DAWN.COM,https://www.dawn.com/news/1853775,"Indian PM Modi kicks off landmark Poland, Ukraine visit - World ...","21-Aug-2024 ... On Wednesday, Modi will commemorate an Indian maharaja who sheltered Polish children during World War II, before laying flowers at a war ...",21-Aug-2024,2024-10-15,Ukraine War,-,Ukraine,-,
DAWN.COM,https://www.dawn.com/news/1850821,Thousands flee as Russia battles major border attack from Ukraine ...,08-Aug-2024 ... Updates: Russia Ukraine War | Dawn News English ...,08-Aug-2024,2024-10-15,Ukraine War,-,Ukraine,-,
DAWN.COM,https://www.dawn.com/news/1854527,Zelensky calls Putin 'sick old man' - World - DAWN.COM,25-Aug-2024 ... President Volodymyr Zelensky touted a newly developed Ukrainian “drone missile” on Saturday that he said would take the war back to Russia.,25-Aug-2024,2024-10-15,Ukraine War,-,Ukraine,-,
DAWN.COM,https://www.dawn.com/news/1831864,Putin orders tactical nuclear weapon drills to deter the West - World ...,06-May-2024 ... Ukraine and its Western backers say the war is an imperial-style land grab by a corrupt dictatorship. Western leaders have vowed to work for a ...,06-May-2024,2024-10-15,Ukraine War,-,Ukraine,-,
DAWN.COM,https://www.dawn.com/news/1841341,Russia launches 'massive' attack on Ukraine's power network ...,23-Jun-2024 ... DTEK chief executive Maxim Timchenko warned that Ukraine “faces a serious crisis this winter” if the country's Western allies do not provide ...,23-Jun-2024,2024-10-15,Ukraine War,-,Ukraine,-,
DAWN.COM,https://www.dawn.com/news/1739090,No G20 joint statement after China objections on Ukraine war ...,25-Feb-2023 ... Chinese state news agency Xinhua quoted Wang as saying China was willing to “deepen political trust” and “strengthen strategic coordination” ...,25-Feb-2023,2024-10-15,Ukraine War,-,Ukraine,-,
DAWN.COM,https://www.dawn.com/news/1861572,Trump assures Zelensky of help in 'ending Ukraine war quickly ...,"28-Sept-2024 ... Trump assured Zelensky that since he also had a solid relationship with Russian President Vladimir Putin, he could get the Ukraine conflict resolved very ...",Unknown,2024-10-15,Ukraine War,-,Ukraine,-,
DAWN.COM,https://www.dawn.com/news/1679880,Pakistan to send emergency aid to war-hit Ukraine - World - DAWN ...,"14-Mar-2022 ... ISLAMABAD: In an apparent balancing act, Pakistan will send emergency aid to Ukraine as a message of solidarity to the war-stricken people.",14-Mar-2022,2024-10-15,Ukraine War,-,Ukraine,-,
DAWN.COM,https://www.dawn.com/news/1855918,Russia says it is not worried Putin could be arrested in Mongolia ...,"31-Aug-2024 ... “The Ukrainian side hopes that the government of Mongolia is aware of the fact that Vladimir Putin is a war criminal,” Kyiv's foreign ministry ...",31-Aug-2024,2024-10-15,Ukraine War,-,Ukraine,-,
DAWN.COM,https://www.dawn.com/news/1835450,Putin wants Ukraine ceasefire on current frontlines - World - DAWN ...,25-May-2024 ... The fifth source did not comment on freezing the war at the current frontlines. Asked about the Reuters report at a news conference in Belarus ...,25-May-2024,2024-10-15,Ukraine War,-,Ukraine,-,
DAWN.COM,https://www.dawn.com/news/1847446,EU drops Hungary meeting over Ukraine war stance - Newspaper ...,23-Jul-2024 ... ... war in Ukraine. Orban — who is Russian President Vladimir Putin's closest ally in the bloc — has also accused the EU of having a “pro-war ...,23-Jul-2024,2024-10-15,Ukraine War,-,Ukraine,-,
DAWN.COM,https://www.dawn.com/news/1712816,Russia annexes four Ukraine regions amid warnings from West ...,"01-Oct-2022 ... ... Ukraine region of Zaporizhzhia, regional governor Oleksandr Starukh wrote on Telegram. Published in Dawn, October 1st, 2022. Russia Ukraine War.",01-Oct-2022,2024-10-15,Ukraine War,-,Ukraine,-,
DAWN.COM,https://www.dawn.com/news/1855015,As Modi tries to disown Nehru - Pakistan - DAWN.COM,"27-Aug-2024 ... Prime Minister Narendra Modi visits Ukraine amid the devastating Russia-Ukraine war. The world has expectations that India, an assertive and diplomatically ...",27-Aug-2024,2024-10-15,Ukraine War,-,Ukraine,-,
DAWN.COM,https://www.dawn.com/news/1712816,Russia annexes four Ukraine regions amid warnings from West ...,"01-Oct-2022 ... ... Ukraine region of Zaporizhzhia, regional governor Oleksandr Starukh wrote on Telegram. Published in Dawn, October 1st, 2022. Russia Ukraine War.",01-Oct-2022,2024-10-15,Ukraine War,-,Ukraine,-,
DAWN.COM,https://www.dawn.com/news/1855015,As Modi tries to disown Nehru - Pakistan - DAWN.COM,"27-Aug-2024 ... Prime Minister Narendra Modi visits Ukraine amid the devastating Russia-Ukraine war. The world has expectations that India, an assertive and diplomatically ...",27-Aug-2024,2024-10-15,Ukraine War,-,Ukraine,-,
DAWN.COM,https://www.dawn.com/news/1859840,"Ukrainian President Zelensky to meet Biden and Harris, plans to see ...","19-Sept-2024 ... “The president and vice president will emphasize their unshakeable commitment to stand with Ukraine until it prevails in this war,” Biden's ...",Unknown,2024-10-15,Ukraine War,-,Ukraine,-,
DAWN.COM,https://www.dawn.com/news/1838436,Russia Slams US Policy Over Ukraine War at UNSC | DAWN News ...,07-Jun-2024 ... Russia Slams US Policy Over Ukraine War at UNSC | DAWN News English.,07-Jun-2024,2024-10-15,Ukraine War,-,Ukraine,-,
DAWN.COM,https://www.dawn.com/news/1851552,Tens of thousands evacuated from Russia's Kursk region - World ...,"11-Aug-2024 ... “The actions of the Ukrainian army pose a direct threat” to the Kursk plant in western Russia, state news agencies cited its atomic energy ...",11-Aug-2024,2024-10-15,Ukraine War,-,Ukraine,-,
DAWN.COM,https://www.dawn.com/news/1719251,Iran admits sending Russia drones before Ukraine war - Newspaper ...,"06-Nov-2022 ... “We supplied Russia with a limited number of drones months before the war in Ukraine,” the official news agency IRNA quoted Amir-Abdollahian as ...",06-Nov-2022,2024-10-15,Ukraine War,-,Ukraine,-,
DAWN.COM,https://www.dawn.com/news/1851519,Russia to get Iran missiles for use in Ukraine - World - DAWN.COM,11-Aug-2024 ... ... war in Ukraine. Russian defence ministry representatives are believed to have signed a contract on Dec 13 in Tehran with Iranian officials ...,11-Aug-2024,2024-10-15,Ukraine War,-,Ukraine,-,
DAWN.COM,https://www.dawn.com/news/1857638,UK and US spy chiefs warn of threat to world order - World - DAWN ...,"08-Sept-2024 ... ... war of aggression against Ukraine,” they said. “Staying the course (in Ukraine) is more vital than ever. Putin will not succeed in ...",Unknown,2024-10-15,Ukraine War,-,Ukraine,-,
DAWN.COM,https://www.dawn.com/news/1776567,'Baseless and fabricated': FO rejects report on Pakistani arms sale to ...,18-Sept-2023 ... ... Ukraine in its war with Russia. Reports claiming that Pakistan was providing ammunition to Ukraine regularly surfaced in the media since the ...,Unknown,2024-10-15,Ukraine War,-,Ukraine,-,
DAWN.COM,https://www.dawn.com/news/1739965,"Blinken, Lavrov speak amid war of words over Ukraine at G20 meet ...","02-Mar-2023 ... The Russian foreign ministry said Lavrov and Blinken spoke “on the move” but did not hold negotiations or a meeting, Russian news agencies ...",02-Mar-2023,2024-10-15,Ukraine War,-,Ukraine,-,
